id,uid,name,type,description,review,user_id,dt_current_timestamp
2418,619810dd-aacc-40fa-94ee-aa3894316312,Sweet Box,Fine Dining,Fresh and healthy food served in a comfortable setting.,"Not the best experience, but the food was okay.",15b23b10-f22d-4625-af8f-46d030640274,2026-03-05 09:26:14
7686,5ca62f65-25a4-4e57-99c1-62c79b293c02,Mountain Retreat,Cafe,A cozy place with home-style cooking.,"Great location, but the service could be better.",488bc09a-5565-4ab3-a3aa-f19ffcd7de87,2026-03-05 09:26:14
2650,7df2ec28-eb01-4ed6-b2f3-8471d6e552c2,Cafe Delight,Cafe,Fresh and healthy food served in a comfortable setting.,Loved the ambience and the dessert menu.,c6f8cb0e-3434-4434-a763-07b446a79cfd,2026-03-05 09:26:14
9011,0125576e-d31a-4d45-8d3c-a0910e3442f5,Ocean View,Fast Food,A perfect place for a romantic evening.,Excellent food and friendly service!,d752bb8f-8baf-4695-a006-61fa0e5dc864,2026-03-05 09:26:14
5930,ac4282ac-2ecb-47cf-bfff-2931789dc90e,Mountain Retreat,Bistro,Fresh and healthy food served in a comfortable setting.,"Not the best experience, but the food was okay.",f41be62c-fada-4d9b-8242-6d2e517d898f,2026-03-05 09:26:14
2146,f28e423c-21ef-4fd3-9c28-6c8212665259,Ocean View,Fine Dining,A perfect place for a romantic evening.,"Not the best experience, but the food was okay.",7b1870bd-b9ca-4236-a457-bf5151720c22,2026-03-05 09:26:14
2151,08d5cc0c-8e3d-4307-872b-d2dfaebeaa13,Mountain Retreat,Fast Food,A perfect place for a romantic evening.,"Not the best experience, but the food was okay.",22490a52-8b6a-4e71-85bd-dd9abba93b1e,2026-03-05 09:26:14
8432,7fd35f69-2726-43c8-b1bd-4d4e08c951c2,66 BBQ,Fine Dining,A perfect place for a romantic evening.,Excellent food and friendly service!,1a0c572b-feb4-4553-9377-f67f2ec09446,2026-03-05 09:26:14
1797,0235c24d-7bed-40dd-9792-8c1665fdbd0f,Ocean View,Bistro,A cozy place with home-style cooking.,A bit pricey but totally worth it.,35c5f4dd-c595-4c52-a1fc-0235b02e8618,2026-03-05 09:26:14
5879,e6dffaf8-fb05-482e-8390-70ca8d760434,Ocean View,Bar,A perfect place for a romantic evening.,Excellent food and friendly service!,c85efbff-2950-4bb0-a237-19127d930e6d,2026-03-05 09:26:14
2992,ab6fb34e-3ea8-4f14-94ff-ab860b7fccf3,Mountain Retreat,Bistro,Fast and delicious meals for the on-the-go customer.,Excellent food and friendly service!,fdb6f865-4831-4ec7-9ed5-eea1a2686d31,2026-03-05 09:26:14
4783,9ee18f71-2800-4daf-87f8-b5448c6fb77d,66 BBQ,Fast Food,Fast and delicious meals for the on-the-go customer.,Loved the ambience and the dessert menu.,949cfe84-42a5-4e48-b6b6-e67fcc583d30,2026-03-05 09:26:14
4857,09281271-f2b4-404c-9f3d-942c6407a21d,Sweet Box,Bar,A perfect place for a romantic evening.,Loved the ambience and the dessert menu.,92eac4a3-22a9-4711-9722-7ced2c6e78b4,2026-03-05 09:26:14
1630,51a229b0-7c91-44e5-89bf-e73dde437b9c,Ocean View,Bistro,A perfect place for a romantic evening.,A bit pricey but totally worth it.,4ad47276-02b5-473a-8e11-14a0b1839847,2026-03-05 09:26:14
7005,12087d21-c532-4abb-b2a3-2498df7a91d6,Mountain Retreat,Fine Dining,Elegant dining with a panoramic ocean view.,Excellent food and friendly service!,8f33bae5-e1e1-42c2-928f-cf2a16c7749a,2026-03-05 09:26:14
2149,29df8bb0-03cf-48e0-8d9b-a20ca9f1065f,Cafe Delight,Cafe,Elegant dining with a panoramic ocean view.,"Great location, but the service could be better.",d50f732e-5097-4742-8a6c-a1bb561a9bf5,2026-03-05 09:26:14
9033,4562edc1-7a59-4178-ae64-1062c3f54d5a,Mountain Retreat,Bar,Fast and delicious meals for the on-the-go customer.,A bit pricey but totally worth it.,1e2a65b6-de5a-404b-9397-f35cc4c2e3e6,2026-03-05 09:26:14
2375,7cb7bde4-74c7-4a11-b7d5-dbce7a8b0092,Ocean View,Fine Dining,Fast and delicious meals for the on-the-go customer.,Excellent food and friendly service!,31ba72a6-0557-405e-9371-6407081edb98,2026-03-05 09:26:14
8065,5c2e4930-4364-47b2-a838-d2c13e2635cd,Sweet Box,Fast Food,A cozy place with home-style cooking.,"Great location, but the service could be better.",8439f118-49e3-479c-a40d-5cccf6762c44,2026-03-05 09:26:14
7571,2769f39a-1275-46c1-80eb-67a02750ae49,Cafe Delight,Bar,A cozy place with home-style cooking.,Loved the ambience and the dessert menu.,e12d12d6-5f7a-4ea6-90e5-36408d67b72e,2026-03-05 09:26:14
7736,b438d6fd-a4b9-4650-9ae2-d86f92706a9a,Sweet Box,Cafe,A cozy place with home-style cooking.,Loved the ambience and the dessert menu.,4c80f3e9-2256-478c-b000-b01d971cf4b8,2026-03-05 09:26:14
8890,3ca5eef6-e2cf-4e9a-a4ed-ea834d8b720b,Mountain Retreat,Bistro,Fresh and healthy food served in a comfortable setting.,Loved the ambience and the dessert menu.,a30242fe-a6d0-4297-b7a5-b64f28724856,2026-03-05 09:26:14
6986,522acbe4-3407-4c5c-8d66-0f906ed4bc68,Mountain Retreat,Bar,Elegant dining with a panoramic ocean view.,"Great location, but the service could be better.",eff7c9bb-10a6-42ec-be13-e1c42b4bf2cd,2026-03-05 09:26:14
2854,05dd32eb-1945-4b6d-9f28-ce3f7383b7e9,Sweet Box,Bistro,Fresh and healthy food served in a comfortable setting.,A bit pricey but totally worth it.,6e9befc2-bb69-4685-b4a5-69b04a0057fc,2026-03-05 09:26:14
8827,505b9ced-39c8-451b-8e01-28cc7f3a0a4e,66 BBQ,Cafe,A cozy place with home-style cooking.,"Not the best experience, but the food was okay.",325b8a19-d1a7-47fb-aef8-0c9f54841076,2026-03-05 09:26:14
6192,2bbf1210-73c3-4add-818d-0c1a12443a65,Cafe Delight,Bistro,A cozy place with home-style cooking.,Excellent food and friendly service!,b7129f4c-7e88-4f94-8f84-a0d90775f101,2026-03-05 09:26:14
7256,2dfbb230-f38b-4f4b-8ece-2f139347c457,Sweet Box,Cafe,A perfect place for a romantic evening.,"Not the best experience, but the food was okay.",9ea4e74b-b8d9-4ef1-9cdf-2975f181b0a3,2026-03-05 09:26:14
8885,f4de2432-6225-428c-9c31-b21d86fe93d4,66 BBQ,Fast Food,A cozy place with home-style cooking.,"Great location, but the service could be better.",1abba4fe-2b48-4a5d-9064-205c3fbeb15f,2026-03-05 09:26:14
6077,ef6189ec-7e44-4564-91d7-17be0cdd215a,66 BBQ,Bistro,Elegant dining with a panoramic ocean view.,"Not the best experience, but the food was okay.",29d1918e-e445-4f11-8243-6389f2962c4a,2026-03-05 09:26:14
4189,d6802a75-a731-476d-b5bb-c28579e50ec8,Cafe Delight,Cafe,Elegant dining with a panoramic ocean view.,"Not the best experience, but the food was okay.",6702a53d-bfb0-4164-944b-5e73cb445a2c,2026-03-05 09:26:14
4634,3ce35349-9bfb-4c40-b4fa-6fa77880834a,Cafe Delight,Fine Dining,A cozy place with home-style cooking.,"Great location, but the service could be better.",6760b0c7-5075-4c9a-a273-eb4b308a4c2c,2026-03-05 09:26:14
8136,19e9847f-96fb-4fdf-ac79-eeb3e07899a2,Cafe Delight,Bistro,A perfect place for a romantic evening.,"Not the best experience, but the food was okay.",a592c642-8163-4a8f-974e-2381643d106c,2026-03-05 09:26:14
4388,ca511ae5-3223-4acb-a01f-b4a9004a137d,66 BBQ,Fast Food,A perfect place for a romantic evening.,"Not the best experience, but the food was okay.",6f561d54-d4bd-4dcb-a35e-eea43ca82c9d,2026-03-05 09:26:14
2277,c5a35032-8006-4669-9a81-b3553e3a8a86,Cafe Delight,Bistro,A cozy place with home-style cooking.,"Not the best experience, but the food was okay.",5bee276c-6f35-49ea-9a09-eb4cd8ad48d3,2026-03-05 09:26:14
7067,18a200fd-1779-42b5-971b-bc4bae4fc3d6,Sweet Box,Bar,Fast and delicious meals for the on-the-go customer.,"Not the best experience, but the food was okay.",21dec39b-d4e0-4c9c-86f3-cec81662c090,2026-03-05 09:26:14
7174,75c1cf07-5d41-4e16-b44a-850d37fe3d79,Cafe Delight,Bar,Fast and delicious meals for the on-the-go customer.,"Not the best experience, but the food was okay.",db189bdd-dc01-4968-b371-78f728ff0536,2026-03-05 09:26:14
5411,816e31c9-abc8-4f0a-b5d3-e15a69dba6f6,66 BBQ,Cafe,Fast and delicious meals for the on-the-go customer.,A bit pricey but totally worth it.,a364194f-a002-4810-86da-99f6d506854c,2026-03-05 09:26:14
3817,36a77610-449b-49cb-8f5e-26ce927ee1e1,66 BBQ,Fast Food,A perfect place for a romantic evening.,"Great location, but the service could be better.",5bcf122e-c6c2-4f83-b183-6ae1b0b0157d,2026-03-05 09:26:14
5113,5beaaeb3-c225-41f4-ae48-e96cb3c866c5,66 BBQ,Fast Food,A perfect place for a romantic evening.,A bit pricey but totally worth it.,58cd9107-f9e6-4a7e-a130-9802fbfb34e5,2026-03-05 09:26:14
3861,61281361-9385-42ad-95b2-04318727db91,Ocean View,Cafe,Fast and delicious meals for the on-the-go customer.,Loved the ambience and the dessert menu.,8dbe9c2a-9203-4325-89b8-1ec1b0c6a248,2026-03-05 09:26:14
7399,852d5bfe-b92e-4c5e-837f-52b7d72ad48d,66 BBQ,Cafe,Elegant dining with a panoramic ocean view.,A bit pricey but totally worth it.,58f783f1-fce9-4c5a-9f47-04f0ffaff542,2026-03-05 09:26:14
1323,0e8c60f6-fcda-455c-b001-858b49c420fd,Cafe Delight,Fast Food,A perfect place for a romantic evening.,Excellent food and friendly service!,c7d8ab7d-c690-486a-a57e-e3505aea78e7,2026-03-05 09:26:14
9654,97d2c56f-da0f-414f-a6d3-dc153bc6624c,Mountain Retreat,Cafe,Fast and delicious meals for the on-the-go customer.,Loved the ambience and the dessert menu.,6bebf4cb-65b4-4ab4-ab67-4105b76cea05,2026-03-05 09:26:14
8275,c86e7c31-052d-42c3-82a9-b755760ea5d1,Mountain Retreat,Bistro,A perfect place for a romantic evening.,Excellent food and friendly service!,886f8c86-527f-4af8-bbb6-595c02cb85b0,2026-03-05 09:26:14
1607,f46d424a-1269-4f57-bae2-174d3b7254e9,Ocean View,Fast Food,A perfect place for a romantic evening.,"Not the best experience, but the food was okay.",aa563c40-ecfb-4e2b-a68c-49f5c4952d64,2026-03-05 09:26:14
9052,6d0dc4ab-5249-4ed0-b355-4a4e91927830,Mountain Retreat,Fast Food,A perfect place for a romantic evening.,A bit pricey but totally worth it.,8bd96cc9-92b6-4ca0-9fd4-9036e991de41,2026-03-05 09:26:14
2307,22eefeac-5be3-435a-bb31-89a14118d649,66 BBQ,Bar,A perfect place for a romantic evening.,A bit pricey but totally worth it.,6e37204c-55c2-41ca-9413-149bbdf442f9,2026-03-05 09:26:14
8657,028f4e6d-5504-4a72-a57f-ca836be0a76f,66 BBQ,Bistro,Fresh and healthy food served in a comfortable setting.,A bit pricey but totally worth it.,dc308976-73e1-4459-b942-29c90d6f1321,2026-03-05 09:26:14
3910,2642941d-2e70-40f8-9b74-dd9df4085643,Mountain Retreat,Cafe,Fast and delicious meals for the on-the-go customer.,"Not the best experience, but the food was okay.",8e455bef-d974-4f8d-8652-490fd7343699,2026-03-05 09:26:14
5657,d3878c9b-8de9-479c-a3de-078747db72e9,Mountain Retreat,Fast Food,A cozy place with home-style cooking.,Loved the ambience and the dessert menu.,c789784e-19f2-4f2a-ab35-de7272205d61,2026-03-05 09:26:14
8117,0f648165-3a25-4976-a0b3-7933fda57161,Mountain Retreat,Fine Dining,A perfect place for a romantic evening.,A bit pricey but totally worth it.,1f340476-8e1d-43f3-ab90-fc295cdf3628,2026-03-05 09:26:14
4269,d56d01ed-ac9c-4e3f-90a8-b5d6bf29a6bf,Sweet Box,Bistro,A cozy place with home-style cooking.,Loved the ambience and the dessert menu.,eed43e5f-deee-47ed-9aab-42f3ee2d08c4,2026-03-05 09:26:14
4786,78325725-8144-4582-9e16-1c751b7e619e,Ocean View,Fast Food,Fast and delicious meals for the on-the-go customer.,"Great location, but the service could be better.",72874351-e7e3-412b-a75a-99e5afdfb609,2026-03-05 09:26:14
8326,74f22796-034b-48ef-96ee-f509c2fe88e6,66 BBQ,Fast Food,A cozy place with home-style cooking.,A bit pricey but totally worth it.,9dddfeaf-2a9d-45c3-a51a-2da62d82472d,2026-03-05 09:26:14
8578,113ad12d-0055-403c-8360-e38ad82762d3,Cafe Delight,Bistro,Fresh and healthy food served in a comfortable setting.,Loved the ambience and the dessert menu.,5334e8cc-85eb-4a4c-903e-0f4192a3e922,2026-03-05 09:26:14
7835,18b4a13b-99af-486c-b069-80aed33a80db,Mountain Retreat,Fast Food,A perfect place for a romantic evening.,Loved the ambience and the dessert menu.,3172d534-92f5-4028-83aa-a853b04ddc8e,2026-03-05 09:26:14
8598,4ffb1e1a-959d-44db-80f4-78d76daf7a51,Cafe Delight,Fast Food,Elegant dining with a panoramic ocean view.,Excellent food and friendly service!,789f0123-b001-4139-8a1b-b934a59f0b6a,2026-03-05 09:26:14
2594,12f31769-2e91-46bc-b91b-eb1a48f170b4,Cafe Delight,Cafe,A cozy place with home-style cooking.,Loved the ambience and the dessert menu.,c80d845a-d896-41ea-afaa-4345886e9f85,2026-03-05 09:26:14
8766,365d542b-4a3e-4caf-9be7-0d92e9aca72a,Mountain Retreat,Bistro,A cozy place with home-style cooking.,"Not the best experience, but the food was okay.",a991d63a-54f0-444d-a6df-6dc574773c19,2026-03-05 09:26:14
7905,eb5510ef-3397-4948-af2e-2f8756d8db20,Mountain Retreat,Bistro,Elegant dining with a panoramic ocean view.,Loved the ambience and the dessert menu.,6c7393bf-f7f6-4cd5-b541-e06774749b11,2026-03-05 09:26:14
3448,7ad21744-ba65-480c-be19-16da6a23d0f9,Mountain Retreat,Bistro,Elegant dining with a panoramic ocean view.,Loved the ambience and the dessert menu.,4d5c536d-0f04-42f9-a96b-7d58763dbcf9,2026-03-05 09:26:14
3695,45d6a92f-8ec5-4bfd-b32e-180709df7ccf,Sweet Box,Bar,A perfect place for a romantic evening.,Loved the ambience and the dessert menu.,16dd975f-5c9b-46d6-93ca-c76238ff7549,2026-03-05 09:26:14
3237,befd7bd6-1c4c-4297-9423-9581f3b15d6e,Cafe Delight,Bistro,A cozy place with home-style cooking.,Loved the ambience and the dessert menu.,df59268e-a17d-417b-a1e1-c486c86cd081,2026-03-05 09:26:14
2078,632edc01-5314-4c77-91c6-9d3c6f1a8574,Ocean View,Bar,Elegant dining with a panoramic ocean view.,Excellent food and friendly service!,26a35a17-6200-4eb4-81a6-6fdb3c7b0947,2026-03-05 09:26:14
6119,6401804b-815b-4ed4-be19-03d16d91a145,Sweet Box,Cafe,Fresh and healthy food served in a comfortable setting.,"Great location, but the service could be better.",b90c02a0-dc7c-4623-8a54-19784050e07c,2026-03-05 09:26:14
5640,1f37c9a2-3706-48b4-9d43-926e2e3cedb0,Ocean View,Fast Food,Fresh and healthy food served in a comfortable setting.,Loved the ambience and the dessert menu.,f11bc196-c299-411b-9552-071b34406e18,2026-03-05 09:26:14
9797,f4bb4492-f8b4-45bf-a5ce-4515e7d75b16,66 BBQ,Bar,Elegant dining with a panoramic ocean view.,Excellent food and friendly service!,9edd9149-eae0-4194-b57e-2e9184754641,2026-03-05 09:26:14
9723,1ddb611e-fe91-4272-9eb3-bc0f2044ad65,66 BBQ,Cafe,A perfect place for a romantic evening.,"Great location, but the service could be better.",ac39e874-4c49-49ca-b00b-6a36a50fb7f0,2026-03-05 09:26:14
5956,0a17d171-59a8-4004-88ce-95482d73bf00,Mountain Retreat,Fast Food,Elegant dining with a panoramic ocean view.,A bit pricey but totally worth it.,b90eb0b0-594e-45c3-bcff-718c4f40401b,2026-03-05 09:26:14
6260,85f6bd64-c449-4622-8ffd-93094423d540,Sweet Box,Bistro,A perfect place for a romantic evening.,Loved the ambience and the dessert menu.,ea1502d1-7d89-43b8-83d0-1ed2a663423f,2026-03-05 09:26:14
2347,36a544e8-b75f-4123-904b-de3b3707ee63,Ocean View,Cafe,A cozy place with home-style cooking.,A bit pricey but totally worth it.,f53c60ee-4016-437b-8b88-f90533adecb7,2026-03-05 09:26:14
6719,d8b0cfc3-cd4b-4f40-9003-002e9cf8c711,Cafe Delight,Fast Food,A perfect place for a romantic evening.,Loved the ambience and the dessert menu.,6b117a8b-59cc-462a-96e3-9c0f05b02094,2026-03-05 09:26:14
1942,8995ca13-7823-49e1-862f-2ee590b7d67a,Ocean View,Cafe,Fresh and healthy food served in a comfortable setting.,Loved the ambience and the dessert menu.,e50e68c6-af43-4abb-90a3-9c964ec94a02,2026-03-05 09:26:14
5944,4b98bd67-cc7c-46d1-8d8f-e04a1882f420,66 BBQ,Fine Dining,A cozy place with home-style cooking.,Excellent food and friendly service!,cb93d973-ae05-4490-a59c-352082661703,2026-03-05 09:26:14
9678,7c5d206f-a811-427a-8094-7ab0e0c550da,Ocean View,Fast Food,A cozy place with home-style cooking.,Excellent food and friendly service!,5c8e80d1-12db-4b7d-ae07-caae85380875,2026-03-05 09:26:14
5979,22d350d7-7b32-422e-ad97-2952441fe60c,Mountain Retreat,Cafe,A cozy place with home-style cooking.,Loved the ambience and the dessert menu.,5ecb42b5-ed0d-417c-b522-8476147eeb94,2026-03-05 09:26:14
4282,de5da344-6bb2-486b-8e6f-10e3e6090f5f,Ocean View,Bistro,A cozy place with home-style cooking.,Loved the ambience and the dessert menu.,670a9453-0daf-40a7-b2eb-9f7dac3e51a3,2026-03-05 09:26:14
1953,6ac788bb-3203-40a2-93a1-5aa222e41143,Sweet Box,Fine Dining,Elegant dining with a panoramic ocean view.,Excellent food and friendly service!,6ca3b9e8-9f57-4185-af13-aebbfdd313a9,2026-03-05 09:26:14
1089,bc2a8882-a645-4525-ac40-d3308dc11f78,Sweet Box,Bar,A perfect place for a romantic evening.,Excellent food and friendly service!,8ce2abef-161f-4426-8b02-f15b5ce4ad26,2026-03-05 09:26:14
2167,975b4d55-5c63-469a-b24f-dbdf87c6d3ba,Mountain Retreat,Fine Dining,Fresh and healthy food served in a comfortable setting.,"Great location, but the service could be better.",a6fc917c-c2da-4439-bfa1-bcd106d2fdfd,2026-03-05 09:26:14
2936,c9d832e5-cdcc-477d-afe0-eb3366a55ef7,Ocean View,Bistro,A perfect place for a romantic evening.,Excellent food and friendly service!,91e17494-e329-42bd-b5a3-df29d8fb9b7f,2026-03-05 09:26:14
1692,dd2f161c-9fcc-40bb-a272-3d9015f90eda,66 BBQ,Fast Food,Fresh and healthy food served in a comfortable setting.,Loved the ambience and the dessert menu.,55786a95-4e9b-4340-b8c7-1e4291bce0bb,2026-03-05 09:26:14
5602,bfbfb5d0-0b29-4ce5-af58-4b64fb1ec791,Ocean View,Bistro,A cozy place with home-style cooking.,"Great location, but the service could be better.",bb672238-a8d8-47fa-82b6-75610caeaf1d,2026-03-05 09:26:14
6080,263f9b4f-f205-4de5-b703-3da1e1a5bce4,66 BBQ,Cafe,Fast and delicious meals for the on-the-go customer.,Excellent food and friendly service!,235573a4-f3dc-417a-bf6f-3e100c6b2e92,2026-03-05 09:26:14
4015,0f624628-10b4-43da-a701-f725bacfe5df,Mountain Retreat,Bistro,Elegant dining with a panoramic ocean view.,Excellent food and friendly service!,e904eca7-d122-42c4-afa3-68b3eb4e083a,2026-03-05 09:26:14
8770,cffd8d30-caa2-4321-9a59-1409ee4e67c5,66 BBQ,Cafe,Fast and delicious meals for the on-the-go customer.,Excellent food and friendly service!,ea5cf79c-8fd6-4b9d-9f79-ea53eee6a9fe,2026-03-05 09:26:14
8232,f1057060-64fd-4a38-a713-75ac58c239a7,66 BBQ,Fast Food,Fast and delicious meals for the on-the-go customer.,Loved the ambience and the dessert menu.,be4a862e-754e-4701-807b-14329c4f1449,2026-03-05 09:26:14
1614,62d6bd74-a4ed-4129-8fd7-0ce084c52575,Sweet Box,Bistro,A perfect place for a romantic evening.,A bit pricey but totally worth it.,dccbee0b-4301-40f0-9eed-e9ff1f53546f,2026-03-05 09:26:14
6614,a990c8a6-c166-4973-8412-bf9ac0978392,Ocean View,Fine Dining,Elegant dining with a panoramic ocean view.,Loved the ambience and the dessert menu.,1b5c7d3b-cab1-4655-a4a4-5fb8199785cb,2026-03-05 09:26:14
1648,3d6e784a-9591-450e-b931-7a4bf9b5273d,Sweet Box,Fine Dining,Elegant dining with a panoramic ocean view.,"Not the best experience, but the food was okay.",cf2f7950-a34b-4ddd-a240-2b96a23d3fba,2026-03-05 09:26:14
3541,447e83e5-22aa-41a3-be92-6e9c7f41a202,Ocean View,Fast Food,Elegant dining with a panoramic ocean view.,Excellent food and friendly service!,c434cf02-74b5-4017-86ce-741f7eae53bf,2026-03-05 09:26:14
1685,fe489908-2650-420a-94e9-8335f4f1c1d5,Cafe Delight,Bistro,A cozy place with home-style cooking.,Excellent food and friendly service!,4bb667f1-ad08-47b3-843a-b1bf74b9c425,2026-03-05 09:26:14
9861,b65deedb-e08e-4558-8418-31b9f8b8c822,Cafe Delight,Fine Dining,Fresh and healthy food served in a comfortable setting.,"Not the best experience, but the food was okay.",32978a54-f056-4e63-a86c-4bcadebf5031,2026-03-05 09:26:14
2312,10e6d7ff-3369-4dec-9e46-b33bcab46923,Mountain Retreat,Bistro,Elegant dining with a panoramic ocean view.,Excellent food and friendly service!,2dc7e5ee-e5ac-4191-997f-01328ecbde20,2026-03-05 09:26:14
1577,717dc1ba-0dd1-4737-83eb-fbd77ad90867,Ocean View,Fine Dining,Fast and delicious meals for the on-the-go customer.,A bit pricey but totally worth it.,b69391ed-d23a-420a-9d5e-cb77849e8635,2026-03-05 09:26:14
9450,beed2f39-990c-4ae3-8aff-fcadc481aca2,Sweet Box,Bistro,A cozy place with home-style cooking.,Loved the ambience and the dessert menu.,440760f7-1ab2-489a-9b29-344ab6cd5381,2026-03-05 09:26:14
5672,12ed1763-b0d9-4c5a-a29d-b53698b11828,Mountain Retreat,Bistro,Fast and delicious meals for the on-the-go customer.,A bit pricey but totally worth it.,ee006ae2-4f29-4f0f-9750-33199430bda5,2026-03-05 09:26:14
4914,d736934e-2dc9-47e7-a2f6-ff8e0b661916,Mountain Retreat,Bistro,Fresh and healthy food served in a comfortable setting.,"Not the best experience, but the food was okay.",8a66b0e2-3e29-4312-aebb-231174174b6f,2026-03-05 09:26:14
6289,a650fa15-02e5-4a31-8c38-2bc23d42794b,Ocean View,Bar,Fresh and healthy food served in a comfortable setting.,Loved the ambience and the dessert menu.,0e2732b6-65cb-407a-85c8-641ffe3b8de6,2026-03-05 09:26:14
6288,07e663ff-0a82-4623-a9fd-d54ca1e2e933,66 BBQ,Cafe,Elegant dining with a panoramic ocean view.,"Great location, but the service could be better.",d8871691-3af0-4a08-a669-cb8d22c569df,2026-03-05 09:26:14
9934,ba73679d-b997-4206-956c-9717164f121d,Ocean View,Cafe,A cozy place with home-style cooking.,A bit pricey but totally worth it.,8a130d13-bc7b-4667-99a3-c0a8690d290e,2026-03-05 09:26:14
5510,041d6ab6-d9ac-4c41-a64a-a914c2590ca1,Sweet Box,Fast Food,Fresh and healthy food served in a comfortable setting.,A bit pricey but totally worth it.,7e7ba8a9-b3b5-4100-a1d8-81f9d67a9e0b,2026-03-05 09:26:14
8363,e210b0b4-4b0d-4760-8a19-967d0fe879a9,66 BBQ,Cafe,Fast and delicious meals for the on-the-go customer.,"Great location, but the service could be better.",eedc2174-b06c-498f-9d76-723306d693bf,2026-03-05 09:26:14
1042,9563b1e3-6375-49de-9873-e31d76b15353,Sweet Box,Bar,Fast and delicious meals for the on-the-go customer.,A bit pricey but totally worth it.,f52905a6-e381-40e2-b740-18d5aa72eed2,2026-03-05 09:26:14
2446,d1db0e02-895e-4b15-a31c-2456ec273076,Ocean View,Bistro,A perfect place for a romantic evening.,"Not the best experience, but the food was okay.",0cbc600c-9daa-4c98-8315-ddc8a9878191,2026-03-05 09:26:14
2306,8d38623c-22a1-403e-988b-2b71a3bb1726,Ocean View,Bar,Elegant dining with a panoramic ocean view.,"Not the best experience, but the food was okay.",871fc62c-792f-4cf4-a347-b6565c56391b,2026-03-05 09:26:14
3329,2fe91903-aa90-463a-9842-0167de326622,Sweet Box,Bistro,Fast and delicious meals for the on-the-go customer.,"Great location, but the service could be better.",122bfab1-08fd-48c3-9193-9e9eed618cde,2026-03-05 09:26:14
2182,24f08f1c-0ecf-470e-8d6e-44d755baa68a,Ocean View,Bistro,Fast and delicious meals for the on-the-go customer.,Excellent food and friendly service!,ec460f22-ed90-4a18-b761-c435681a7853,2026-03-05 09:26:14
2748,c401669b-c7e7-427a-9c1b-9a6b9676cdd5,Mountain Retreat,Cafe,Elegant dining with a panoramic ocean view.,"Not the best experience, but the food was okay.",d67643f1-e203-45e4-860a-0a82e57c9be3,2026-03-05 09:26:14
7769,b9aeb17b-f27f-4a03-9c7a-94dbb7c95979,Cafe Delight,Fast Food,Fast and delicious meals for the on-the-go customer.,Loved the ambience and the dessert menu.,0b7f2fdd-895b-45af-9a2f-fcb7fc9a2b37,2026-03-05 09:26:14
2382,15901e3a-50d7-4d43-9ca8-b09b83c2d33c,Cafe Delight,Fast Food,Fresh and healthy food served in a comfortable setting.,A bit pricey but totally worth it.,293bd016-f645-4d60-9dc1-c94073cb0f76,2026-03-05 09:26:14
6410,6be0f61c-9906-4093-8ad4-ff31349dc782,66 BBQ,Cafe,A cozy place with home-style cooking.,Excellent food and friendly service!,5729c74c-3267-4b30-835e-0843214879ca,2026-03-05 09:26:14
4351,b585bd1b-8325-4bf9-b84d-d7a4786979fb,Ocean View,Bistro,A cozy place with home-style cooking.,"Not the best experience, but the food was okay.",a30aa277-9d64-40e5-b2da-d78b4631d5a6,2026-03-05 09:26:14
1468,f8a3c36e-55f3-4b17-8386-a854d153c851,Sweet Box,Bistro,Fresh and healthy food served in a comfortable setting.,Loved the ambience and the dessert menu.,d19cf2d4-d2a6-4808-b40c-257c8bd79453,2026-03-05 09:26:14
9536,4dc5aadd-a6b0-4735-89a0-5f14b358b4df,Ocean View,Fine Dining,A cozy place with home-style cooking.,"Great location, but the service could be better.",eec35429-9521-4c1b-a5b7-e306a57023cf,2026-03-05 09:26:14
3757,f7d1d0eb-96ec-4c01-be3b-df6d5713c327,Sweet Box,Fine Dining,A cozy place with home-style cooking.,Loved the ambience and the dessert menu.,3cb678c9-a3ab-4b07-beea-1ac03213c380,2026-03-05 09:26:14
8965,1d16139d-f3e2-492a-94cb-730576506471,Cafe Delight,Bar,Fast and delicious meals for the on-the-go customer.,Loved the ambience and the dessert menu.,bd64663e-8bff-4328-9a29-ed755b496863,2026-03-05 09:26:14
1894,52c3c559-27bb-47c8-ae81-fc78b417471d,Ocean View,Cafe,A cozy place with home-style cooking.,"Great location, but the service could be better.",9357a10d-69cc-453d-8522-c65c643f9fad,2026-03-05 09:26:14
3944,f3e0dce5-27cd-41af-9510-e3aef63047c5,Ocean View,Cafe,A cozy place with home-style cooking.,Excellent food and friendly service!,2ab3c4c6-eccf-44d6-af34-053c39bebec2,2026-03-05 09:26:14
3630,c0d8b99b-fbbd-4dd9-abe0-906f86104795,Cafe Delight,Bar,Elegant dining with a panoramic ocean view.,A bit pricey but totally worth it.,38c1a513-dfff-4cd9-9921-c0fa495e3cbc,2026-03-05 09:26:14
3064,0eb5e493-79ee-4df5-8039-bed83e9ce4c1,Cafe Delight,Bar,A cozy place with home-style cooking.,Excellent food and friendly service!,d4df7a01-a908-4ae4-beb9-68f9d8e175d7,2026-03-05 09:26:14
9465,13b26338-66fd-436a-94f1-6e6afefced3e,66 BBQ,Cafe,Elegant dining with a panoramic ocean view.,"Not the best experience, but the food was okay.",ba4fbdf7-1b45-4535-9d42-8b36be4b8d26,2026-03-05 09:26:14
